Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Year,Month,Day,Hour
1822.53,10,10,16,16,3,0,2023,5,28,18
1304.73,10,10,16,16,0,0,2023,8,22,16
6078.43,10,10,16,16,0,0,2022,11,7,15
2658.09,10,10,16,16,0,0,2023,7,17,15
4505.39,10,10,16,16,3,0,2022,11,30,22
5444.7,10,10,16,16,0,0,2023,7,4,16
2022.78,10,10,16,16,0,0,2023,6,29,21
7315.87,10,10,16,16,4,0,2023,1,20,9
9364.17,10,10,16,16,0,0,2023,3,3,9
603.99,10,10,16,16,6,0,2022,11,22,21
3632.89,10,10,16,16,3,0,2023,1,24,10
4786.59,10,10,16,16,4,0,2023,2,4,16
11611.23,10,10,16,16,4,0,2023,5,30,23
10765.04,10,10,16,16,0,0,2022,12,10,20
22658.06,10,10,16,16,4,0,2022,10,8,10
161.42,10,10,16,16,6,0,2023,7,14,21
8461.95,10,10,16,16,6,0,2023,7,16,14
16972.53,10,10,16,16,0,0,2023,5,11,19
10283.04,10,10,16,16,0,0,2023,4,15,21
32182.68,10,10,16,16,0,0,2023,4,14,9
7954.1,4,10,7,16,5,0,2023,5,19,19
8237.79,10,10,16,16,6,0,2023,8,11,14
12175.69,10,10,16,16,3,0,2023,2,6,14
5921.96,10,10,16,16,3,0,2023,2,21,13
25920.32,10,0,16,0,5,0,2022,11,8,18
8318.38,10,10,16,16,4,0,2023,4,13,10
22727.31,10,10,16,16,6,0,2023,6,10,13
22595.3,10,10,16,16,6,0,2023,1,9,16
6517.26,10,10,16,16,4,0,2023,2,27,6
7346.43,10,10,16,16,6,0,2023,2,19,13
8065.47,10,10,16,16,0,0,2022,12,14,14
18990.36,10,10,16,16,0,0,2022,12,30,20
84.9,10,10,16,16,0,0,2023,6,10,21
1612.59,10,10,16,16,4,0,2023,6,9,13
180.12,10,10,16,16,2,0,2023,1,14,15
7056.63,10,10,16,16,0,0,2023,8,15,9
15154.25,10,7,16,11,5,0,2023,1,13,13
6777.72,10,10,16,16,3,0,2023,6,2,14
974.24,10,10,16,16,1,0,2022,12,6,11
3439.09,10,10,16,16,3,0,2023,2,23,22
1532.63,10,10,16,16,1,0,2023,2,16,16
10457.18,10,10,16,16,6,0,2023,3,11,20
6821.36,10,10,16,16,3,0,2023,1,20,13
9672.61,10,10,16,16,6,0,2023,4,20,10
834.86,10,10,16,16,0,0,2023,4,19,1
2548.45,10,8,16,13,5,0,2023,6,15,13
13015.52,10,10,16,16,6,0,2023,8,11,14
6870.91,10,10,16,16,6,0,2023,6,7,21
30741.18,10,10,16,16,4,0,2023,4,5,9
10080.9,10,10,16,16,4,0,2023,8,17,4
1902.5,10,10,16,16,1,0,2023,8,22,15
26066.63,10,10,16,16,6,0,2023,3,8,17
9841.23,10,10,16,16,0,0,2022,12,13,22
13187.16,10,10,16,16,0,0,2022,12,25,19
4385.43,10,10,16,16,6,0,2023,2,7,23
7267.93,12,10,6,16,5,0,2022,12,4,19
7033.3,2,10,3,16,5,0,2023,5,7,18
6174.11,10,10,16,16,4,0,2023,3,6,15
11951.22,10,2,16,9,5,0,2022,11,9,16
7154.56,10,10,16,16,6,0,2022,11,7,2
12227.49,10,10,16,16,0,0,2023,1,5,21
7816.89,10,10,16,16,6,0,2022,11,8,11
6320.13,6,8,10,13,5,0,2023,1,17,15
1281.15,10,10,16,16,0,0,2023,1,25,12
1216.27,10,10,16,16,4,0,2023,1,10,7
6860.5,10,10,16,16,6,0,2023,7,18,7
615.05,2,10,1,16,5,0,2023,2,5,13
7016.79,10,10,16,16,3,0,2023,7,8,17
5706.96,10,10,16,16,6,0,2023,6,1,14
905.22,10,10,16,16,4,0,2022,11,21,14
5168.21,10,10,16,16,6,0,2023,4,27,8
1035.89,10,10,16,16,4,0,2022,11,17,6
21510.23,10,10,16,16,0,0,2022,11,26,18
2184.37,10,10,16,16,0,0,2022,11,14,17
57.45,10,10,16,16,3,0,2023,6,22,21
5683.42,10,10,16,16,3,0,2023,2,13,11
844.23,10,10,16,16,6,0,2023,1,23,12
1610.32,10,10,16,16,3,0,2023,3,8,9
3270.17,10,10,16,16,6,0,2023,8,14,19
181.3,10,10,16,16,0,0,2023,3,30,9
11020.61,10,10,16,16,4,0,2023,2,20,12
3395.23,10,10,16,16,1,0,2023,8,2,8
4590.47,10,10,16,16,6,0,2023,4,13,1
11737.89,10,10,16,16,4,0,2022,11,26,15
7641.64,10,9,16,16,4,0,2023,6,20,19
17525.2,10,10,16,16,3,0,2023,2,4,21
871.74,10,10,16,16,4,0,2023,7,16,19
1047.57,10,10,16,16,6,0,2022,10,21,22
5388.4,10,10,16,16,6,0,2023,2,26,9
918.83,10,10,16,16,3,0,2023,3,31,17
60.9,10,10,16,16,2,0,2023,7,2,21
1225.3,10,10,16,16,0,0,2023,8,18,19
10453.44,10,10,16,16,6,0,2023,8,10,22
6898.46,10,10,16,16,4,0,2022,11,11,12
1192.42,10,10,16,16,0,0,2022,11,12,22
14265.3,10,10,16,16,3,0,2022,10,11,13
10435.68,10,10,16,16,6,0,2023,6,26,10
3770.69,10,10,16,16,6,0,2023,3,25,0
1210.22,10,10,16,16,3,0,2022,12,14,13
5618.01,10,10,16,16,0,0,2023,2,7,16
5688.09,10,10,16,16,4,0,2022,12,8,16
1185.8,10,10,16,16,4,0,2023,6,7,8
220.42,10,10,16,16,2,0,2023,5,29,23
8107.59,10,2,16,3,5,0,2023,5,16,15
194.33,10,10,16,16,0,0,2023,3,18,11
5902.27,10,10,16,16,6,0,2023,1,31,11
5194.98,10,10,16,16,3,0,2023,4,2,12
21473.51,10,10,16,16,0,0,2023,3,15,23
12045.3,10,10,16,16,6,0,2023,3,25,16
10297.85,10,10,16,16,4,0,2023,8,8,10
6101.51,10,10,16,16,6,0,2023,5,20,9
3175.73,10,10,16,16,6,0,2023,6,5,10
4701.06,10,10,16,16,3,0,2023,3,8,9
8718.58,10,10,16,16,0,0,2023,1,31,11
24816.77,10,0,16,16,3,0,2022,12,26,1
17722.9,10,10,16,16,4,0,2023,7,1,12
1868.23,1,10,16,16,4,0,2023,4,5,8
6341.1,10,10,16,16,3,0,2023,3,31,17
4430.35,10,10,16,16,3,0,2023,1,16,8
533.73,10,10,16,16,3,0,2023,6,18,19
1247.53,10,10,16,16,1,0,2023,1,11,16
1633.37,2,10,3,16,5,0,2023,2,8,9
35322.88,10,10,16,16,3,0,2023,1,23,21
1196.82,10,10,16,16,3,0,2023,2,14,12
8112.62,10,10,16,16,3,0,2023,5,12,10
363.42,10,10,16,16,3,0,2022,10,25,14
17039.37,10,10,16,16,0,0,2023,4,30,3
677.59,10,10,16,16,0,0,2023,7,18,13
18884.51,10,10,16,16,6,0,2023,5,5,23
7589.74,10,10,16,16,4,0,2023,1,6,19
9566.61,10,10,16,16,3,0,2023,7,7,13
7650.99,10,10,16,16,6,0,2023,5,4,12
6887.6,10,10,16,16,4,0,2022,11,28,16
6343.5,10,10,16,16,0,0,2023,6,28,7
10906.22,10,3,16,4,5,0,2022,12,18,14
19328.9,11,10,17,16,5,0,2023,6,13,22
4824.74,10,10,16,16,6,0,2022,11,27,18
4624.91,10,10,16,16,0,0,2023,2,4,21
10301.04,10,10,16,16,4,0,2023,2,20,10
6392.28,10,10,16,16,3,0,2022,12,24,19
7377.14,11,10,16,16,3,0,2023,4,16,18
4689.87,10,2,16,3,5,0,2022,12,11,22
1982.06,10,10,16,16,4,0,2023,2,9,17
376.5,10,10,16,16,6,0,2022,12,7,20
9889.17,10,10,16,16,0,0,2023,7,10,20
6780.66,10,10,16,16,6,0,2023,4,13,8
11522.54,10,10,16,16,0,0,2022,12,15,8
6351.83,10,10,16,16,6,0,2023,5,4,12
9400.4,10,10,16,16,4,0,2023,1,12,17
1429.84,10,10,16,16,0,0,2023,8,17,20
19551.0,10,10,16,16,3,0,2022,12,8,23
884.38,10,10,16,16,6,0,2022,11,16,11
6572.41,10,10,16,16,6,0,2023,1,9,18
9482.0,10,10,16,16,3,0,2023,2,19,9
3787.65,10,10,16,16,6,0,2023,3,25,23
15058.25,10,10,16,16,6,0,2023,5,2,23
22830.08,2,10,9,16,5,0,2023,5,26,10
159605.49,10,10,16,16,6,0,2023,3,3,1
4329.3,10,10,16,16,0,0,2023,5,20,12
726.11,10,0,16,0,5,0,2023,4,14,19
20801.28,10,10,16,16,4,0,2023,4,16,22
274.36,10,10,16,16,0,0,2023,5,17,13
4089.41,10,10,16,16,4,0,2023,4,16,9
9861.9,10,10,16,16,4,0,2023,1,21,15
2241.54,10,10,16,16,4,0,2023,1,7,12
16691.35,6,10,10,16,5,0,2023,2,4,9
120.74,10,10,16,16,2,0,2023,5,26,8
2700.92,10,10,16,16,4,0,2023,3,7,23
5094.62,10,10,16,16,3,0,2023,7,7,11
8415.5,10,10,16,16,4,0,2022,10,21,17
4255.42,10,10,16,16,3,0,2022,11,18,22
5666.99,10,10,16,16,4,0,2022,10,19,19
548.79,10,10,16,16,1,0,2023,5,2,7
7275.9,10,4,16,7,5,0,2023,4,5,3
1546.15,10,10,16,16,0,0,2023,6,4,10
6499.34,10,10,16,16,3,0,2023,2,20,15
4768.3,10,10,16,16,4,0,2023,5,5,20
7016.29,10,10,16,16,3,0,2023,8,21,17
24286.97,10,10,16,16,0,0,2023,4,18,10
22318.43,10,2,16,1,5,0,2022,10,10,16
10702.04,10,10,16,16,3,0,2023,4,29,12
466.07,10,10,16,16,0,0,2022,12,29,18
470.85,10,10,16,16,0,0,2023,5,12,17
247.23,10,10,16,16,2,0,2023,4,5,18
1565.29,10,10,16,16,3,0,2022,10,12,18
7463.4,10,10,16,16,4,0,2023,8,15,20
71.08,10,10,16,16,2,0,2022,10,24,2
13750.09,10,10,16,16,4,0,2023,5,9,8
1259.45,10,10,16,16,4,0,2022,12,19,8
17661.52,10,10,16,16,4,0,2022,11,22,8
41298.81,10,10,16,16,0,0,2023,8,18,11
13506.16,10,10,16,16,6,0,2023,7,6,23
6776.68,10,10,16,16,0,0,2023,7,29,13
1773.95,10,10,16,16,3,0,2023,4,6,10
110.58,10,10,16,16,0,0,2023,1,6,23
7773.89,10,11,16,16,4,0,2023,1,14,3
7843.83,10,10,16,16,6,0,2022,10,18,15
14109.36,10,10,16,16,6,0,2023,7,27,16
9331.38,10,10,16,16,3,0,2022,10,16,19
29865.67,10,10,16,16,3,0,2023,4,27,10
175.83,10,10,16,16,0,0,2022,12,23,14
17922.47,10,10,16,16,0,0,2023,5,25,15
21009.2,10,10,16,16,3,0,2023,2,1,19
9512.73,10,10,16,16,4,0,2023,3,20,12
5968.47,10,7,16,11,5,0,2023,3,13,13
14151.34,10,10,16,16,0,0,2023,6,5,7
8877.94,10,10,16,16,4,0,2023,6,12,20
5717.1,10,10,16,16,0,0,2023,7,9,12
11603.18,10,10,16,16,3,0,2023,6,11,14
5256.28,10,10,16,16,0,0,2023,6,19,21
8286.22,10,10,16,16,6,0,2023,7,11,15
4887.03,10,10,16,16,6,0,2023,2,23,11
287.78,10,10,16,16,6,0,2022,11,24,23
41186.99,10,10,16,16,4,0,2023,5,16,18
11908.52,10,10,16,16,4,0,2023,8,21,15
5028.6,10,10,16,16,3,0,2022,10,17,16
2436.32,10,10,16,16,0,0,2023,6,14,16
4816.54,10,10,16,16,3,0,2023,8,18,17
5538.84,10,10,16,16,6,0,2023,3,9,18
8728.46,10,10,16,16,4,0,2022,12,3,8
272.29,10,10,16,16,2,0,2023,6,23,16
231.99,10,10,16,16,2,0,2022,10,28,16
6954.78,10,10,16,16,6,0,2023,7,31,13
2153.82,10,10,16,16,3,0,2023,2,14,10
1490.08,10,10,16,16,6,0,2022,11,10,20
2565.65,10,10,16,16,4,0,2023,7,4,21
4048.31,10,10,16,16,1,0,2023,2,3,15
6237.52,10,10,16,16,6,0,2022,10,29,23
20525.5,10,10,16,16,6,0,2023,1,13,20
1516.4,10,10,16,16,4,0,2022,10,16,0
5059.17,10,10,16,16,4,0,2023,5,26,17
1862.36,10,10,16,16,4,0,2023,3,27,16
6651.4,10,10,16,16,3,0,2023,1,29,12
5887.94,10,2,16,12,5,0,2023,1,31,13
9010.24,10,9,16,14,5,0,2023,4,5,18
5890.18,10,10,16,16,4,0,2023,5,26,14
12572.8,10,10,16,16,0,0,2023,6,21,19
157.63,10,10,16,16,4,0,2022,12,24,10
722.87,10,10,16,16,4,0,2023,6,18,20
354.55,2,10,16,16,6,0,2022,10,14,9
2868.14,10,10,16,16,3,0,2023,3,6,17
5191.77,10,10,16,16,0,0,2023,5,8,13
128.89,10,10,16,16,6,0,2023,3,21,18
196.57,10,10,16,16,2,0,2023,5,7,10
18649.94,10,6,16,10,5,0,2023,5,6,13
580.82,10,10,16,16,3,0,2023,1,24,21
16904.23,10,10,16,16,4,0,2023,8,16,18
9732.55,10,10,16,16,6,0,2023,5,3,12
3554.48,10,4,16,7,5,0,2022,11,9,15
13252.23,10,10,16,16,0,0,2023,5,10,20
24784.17,10,3,16,4,5,0,2023,2,4,19
12100.07,10,10,16,16,6,0,2023,7,27,8
787.67,10,10,16,16,4,0,2022,12,10,20
3977.99,10,10,16,16,1,1,2022,10,29,21
7064.34,10,10,16,16,3,0,2022,11,9,5
8383.79,10,10,16,16,6,0,2023,2,24,17
2811.04,10,10,16,16,1,0,2023,3,20,11
9440.14,10,10,16,16,0,0,2023,7,6,11
8066.55,10,10,16,16,6,0,2023,2,26,15
1888.69,10,10,16,16,4,0,2023,3,29,19
3457.38,10,3,16,4,5,0,2022,10,28,22
5563.69,10,12,16,16,6,0,2023,3,3,13
6009.3,10,10,16,16,4,0,2023,3,28,22
5161.79,10,10,16,16,4,0,2023,2,6,4
7514.55,10,10,16,16,4,0,2023,4,19,22
1867.63,10,10,16,16,3,0,2022,11,14,16
9410.38,10,10,16,16,3,0,2023,1,13,5
28997.41,10,10,16,16,4,0,2023,4,1,7
5725.5,10,10,16,16,3,0,2023,3,26,2
217.04,10,10,16,16,6,0,2023,3,11,2
5290.67,6,10,16,16,6,0,2023,1,31,17
4676.72,10,10,16,16,1,0,2023,6,1,13
19951.84,10,10,16,16,6,0,2023,4,26,15
1839.23,10,10,16,16,3,0,2022,10,12,21
339.09,10,10,16,16,4,0,2023,2,21,10
13382.48,10,10,16,16,0,0,2023,2,17,13
11406.5,10,10,16,16,4,0,2023,4,11,5
7346.21,10,10,16,16,0,0,2022,10,23,15
10425.06,10,10,16,16,3,0,2022,12,11,9
248.85,10,10,16,16,2,0,2022,12,2,22
7659.18,10,10,16,16,0,0,2023,4,22,13
10045.03,10,10,16,16,3,0,2023,1,23,8
19644.8,10,10,16,16,4,0,2023,2,21,21
14037.29,10,10,16,16,0,0,2023,3,12,15
6475.62,10,10,16,16,6,0,2023,6,5,15
185.26,10,10,16,16,4,0,2023,6,17,1
5321.85,10,10,16,16,6,0,2023,1,23,12
6194.36,10,3,16,16,4,0,2023,3,19,10
172.59,10,10,16,16,4,0,2023,1,11,18
7210.08,7,10,16,16,4,0,2022,10,24,7
6757.2,10,10,16,16,3,0,2022,11,22,10
1488.42,10,10,16,16,4,0,2023,8,10,19
1143.83,10,10,16,16,4,0,2023,8,1,11
5359.36,10,10,16,16,0,0,2023,8,14,9
17120.47,10,12,16,6,5,0,2022,12,5,10
6181.1,10,10,16,16,4,0,2022,11,29,22
10620.68,10,12,16,6,5,0,2023,4,26,13
1786.46,10,10,16,16,6,0,2023,6,9,2
1012.95,10,10,16,16,3,0,2023,6,24,22
728595.39,10,10,16,16,3,0,2023,6,23,8
434.24,10,10,16,16,3,0,2023,5,31,8
12670.37,10,10,16,16,6,0,2023,6,23,16
20056.33,10,10,16,16,6,0,2022,10,29,20
5324.69,10,3,16,4,5,0,2023,4,14,3
9208.04,10,10,16,16,6,0,2022,11,13,19
24378.26,10,10,16,16,3,0,2023,7,29,8
13266.75,10,10,16,16,4,0,2023,7,23,21
12247.73,10,10,16,16,0,0,2023,8,23,9
5512.23,10,10,16,16,6,0,2022,12,16,10
12858.14,10,10,16,16,3,0,2022,11,13,8
415.27,10,10,16,16,0,0,2023,6,10,10
3233.14,10,10,16,16,6,0,2023,5,5,8
2589.48,10,10,16,16,0,0,2023,1,3,12
2890.18,10,10,16,16,4,0,2022,12,12,13
10356.06,10,10,16,16,6,0,2023,2,21,18
792.37,10,10,16,16,6,0,2022,12,21,23
4710.6,10,10,16,16,6,0,2023,4,15,0
6093.69,10,10,16,16,3,0,2023,1,19,14
87.59,10,10,16,16,6,0,2023,7,27,5
21617.23,10,10,16,16,4,0,2023,5,19,15
5997.56,10,10,16,16,0,0,2022,12,23,3
7535.07,10,10,16,16,3,0,2023,8,3,22
42471.16,10,10,16,16,6,0,2022,11,3,15
1459.51,10,10,16,16,6,0,2022,12,4,10
11245.3,10,10,16,16,3,0,2022,11,30,9
5345.69,10,10,16,16,0,0,2023,6,27,18
5391.81,10,10,16,16,4,0,2023,1,29,16
14372.02,10,10,16,16,0,0,2023,3,24,20
13728.51,10,10,16,16,4,0,2023,1,14,11
6390.81,10,10,16,16,0,0,2022,10,14,20
9976.5,10,10,16,16,3,0,2023,7,3,22
1923.98,10,10,16,16,3,0,2023,5,7,8
2513.04,10,10,16,16,4,0,2023,5,19,15
10659.33,10,10,16,16,4,0,2023,2,15,0
22096.28,10,10,16,16,4,0,2022,12,14,23
1104.95,10,10,16,16,4,0,2022,10,15,22
4862.82,10,10,16,16,4,0,2023,1,10,13
438.74,10,10,16,16,3,0,2023,7,26,22
482.79,0,10,16,16,0,0,2023,3,13,15
10363.11,10,10,16,16,6,0,2023,5,9,12
941.71,10,10,16,16,1,0,2022,11,3,10
1704.48,10,10,16,16,3,0,2023,3,27,23
6135.54,10,10,16,16,0,0,2023,5,3,12
12849.7,10,10,16,16,6,0,2023,2,1,4
11126.21,10,10,16,16,4,0,2023,4,15,20
11560.19,10,10,16,16,3,0,2023,7,30,12
888.35,10,10,16,16,3,0,2023,1,22,17
1513.5,10,10,16,16,3,0,2023,5,14,17
7699.2,10,10,16,16,6,0,2023,8,3,13
2270.41,10,10,16,16,3,0,2023,7,30,22
6665.08,10,10,16,16,4,0,2023,3,26,14
9921.14,10,10,16,16,6,0,2023,1,18,11
16743.54,10,10,16,16,4,0,2022,12,24,22
3785.47,10,10,16,16,3,0,2022,10,19,18
317.26,10,10,16,16,2,1,2023,1,10,13
8220.75,10,10,16,16,4,0,2023,6,27,20
6008.92,10,10,16,16,4,0,2023,7,25,8
12564.3,10,3,16,4,5,0,2023,4,8,16
1546.72,10,10,16,16,3,0,2023,4,24,7
1494.85,10,10,16,16,0,0,2023,7,16,16
26170.73,10,10,16,16,3,0,2022,10,13,11
7944.18,10,10,16,16,0,0,2022,10,31,15
1373.8,10,10,16,16,4,0,2023,2,5,21
120.31,10,10,16,16,4,0,2023,1,6,21
667.74,10,10,16,16,6,0,2022,10,12,21
128.71,10,10,16,16,4,0,2023,7,27,19
1682.94,10,10,16,16,1,0,2023,4,13,8
364.55,10,10,16,16,6,0,2023,4,27,21
30015.29,10,10,16,16,6,0,2022,12,23,20
216.11,10,10,16,16,2,0,2023,6,10,4
6854.97,10,10,16,16,0,0,2023,2,25,10
7778.68,10,10,16,16,4,0,2023,4,29,22
2381.03,10,10,16,16,0,0,2023,3,23,13
18154.33,10,10,16,16,0,0,2023,6,20,18
1028.8,10,10,16,16,6,0,2023,3,3,3
1424.4,10,10,16,16,3,0,2023,6,26,11
4955.28,10,10,16,16,4,0,2023,5,1,12
1758.11,10,10,16,16,3,0,2023,6,7,9
1229.47,10,10,16,16,6,0,2023,6,11,18
7876.24,10,10,16,16,3,0,2023,6,20,22
17057.13,10,10,16,16,3,0,2022,12,5,10
6964.44,10,10,16,16,4,0,2023,4,13,18
17063.61,10,10,16,16,6,0,2023,7,11,12
3204.5,10,10,16,16,0,0,2023,8,17,13
2015.89,10,10,16,16,3,0,2022,10,24,9
6488.13,10,10,16,16,6,0,2022,11,3,16
4284.62,4,10,16,16,4,0,2023,6,14,9
5575.44,10,10,16,16,3,0,2023,5,23,10
18573.04,10,10,16,16,4,0,2023,5,25,21
4511.16,10,10,16,16,1,0,2022,12,29,14
471.24,10,10,16,16,4,0,2023,7,22,10
90.35,10,10,16,16,2,0,2023,7,2,21
789.14,10,10,16,16,3,0,2022,12,8,14
12225.21,10,10,16,16,4,0,2023,5,29,8
11288.89,10,10,16,16,3,0,2023,4,9,14
2223.91,10,10,16,16,6,0,2022,11,8,14
12473.49,10,10,16,16,6,0,2023,7,1,3
647.41,10,10,16,16,4,0,2023,6,1,15
4414.91,10,10,16,16,6,0,2023,5,14,23
5186.23,10,10,16,16,3,0,2023,8,11,10
3169.44,5,10,8,16,5,0,2023,1,28,18
23951.57,10,10,16,16,4,0,2022,12,2,9
5665.85,10,10,16,16,3,0,2023,4,6,0
10523.15,10,10,16,16,0,0,2023,6,8,17
4983.79,10,10,16,16,0,0,2023,6,5,20
8592.06,10,10,16,16,4,0,2023,3,10,9
518.69,10,10,16,16,3,0,2022,12,28,11
2744.47,10,10,16,16,0,0,2023,2,5,11
3708.82,10,10,16,16,0,0,2023,6,14,8
13623.87,10,10,16,16,3,0,2023,3,5,12
12612.4,10,8,16,13,5,0,2023,1,9,15
10619.82,10,10,16,16,6,0,2023,7,12,23
5416.05,10,10,16,16,3,0,2023,5,28,21
8001.71,10,10,16,16,0,0,2023,5,23,15
18685.65,10,10,16,16,6,0,2023,5,2,11
5235.67,10,10,16,16,0,0,2023,7,3,8
1731.97,10,10,16,16,4,0,2023,7,31,11
2983.48,10,10,16,16,6,0,2023,3,3,7
8787.08,10,10,16,16,6,0,2023,5,3,15
4686.24,10,10,16,16,3,0,2023,3,11,22
9495.5,10,10,16,16,3,0,2023,6,24,16
16258.49,10,10,16,16,0,0,2023,4,26,8
55.84,10,10,16,16,3,0,2022,10,14,17
4421.84,10,10,16,16,6,0,2023,4,12,9
8900.15,10,10,16,16,4,0,2023,1,7,16
4641.55,10,10,16,16,4,0,2023,4,29,23
8657.23,10,10,16,16,4,0,2023,7,5,18
778.07,10,10,16,16,3,0,2023,8,21,7
2548.29,10,10,16,16,6,0,2023,6,6,11
92.76,10,10,16,16,6,0,2023,2,17,9
5277.0,10,10,16,16,0,0,2023,3,19,11
3226.23,10,10,16,16,0,0,2023,8,19,15
14966.45,10,10,16,16,0,0,2023,3,31,15
212.22,10,10,16,16,2,0,2022,12,17,5
2135.76,10,10,16,16,4,0,2023,5,2,15
4731.11,10,1,16,15,5,0,2023,4,1,18
6864.22,10,9,16,14,5,0,2023,5,8,15
82458.72,10,10,16,16,4,0,2023,7,25,14
12644.45,10,5,16,8,5,0,2023,7,24,20
5356.88,10,10,16,16,6,0,2023,8,4,10
3669.03,10,10,16,16,3,0,2022,10,27,17
6392.22,10,10,16,16,6,0,2023,7,25,15
3434.53,10,10,16,16,4,0,2023,7,27,14
9736.54,10,10,16,16,3,0,2022,12,8,22
242.59,10,10,16,16,0,0,2023,5,16,14
12315.91,10,10,16,16,0,0,2023,5,12,10
9722.27,10,10,16,16,3,0,2022,11,8,16
8221.84,10,10,16,16,0,0,2023,2,2,1
15661.43,10,4,16,7,5,0,2022,10,17,13
1366.26,10,10,16,16,6,0,2023,1,15,11
261.63,10,10,16,16,2,0,2023,1,28,6
142.19,10,10,16,16,2,0,2022,12,2,10
7551.83,10,10,16,16,4,0,2023,2,11,13
7178.46,10,10,16,16,6,0,2022,12,5,10
2146.85,10,10,16,16,3,0,2023,3,23,16
229.43,10,10,16,16,0,0,2023,6,14,23
261.03,10,10,16,16,0,0,2022,10,23,16
8974.77,10,10,16,16,4,0,2023,8,17,22
7665.92,10,10,16,16,4,0,2022,11,5,19
8272.05,10,0,16,0,5,0,2023,1,9,22
6019.98,10,10,16,16,3,0,2023,7,2,10
5942.76,10,10,16,16,0,0,2023,1,18,23
2878.96,10,10,16,16,4,0,2023,3,3,10
8657.57,10,10,16,16,0,0,2023,2,25,11
580.32,1,10,16,16,1,0,2022,10,24,16
17105.24,10,10,16,16,4,0,2022,10,28,12
33.48,10,10,16,16,2,0,2022,12,10,20
6926.49,10,10,16,16,3,0,2023,3,1,14
14963.06,10,10,16,16,6,0,2023,3,1,9
4084.33,10,10,16,16,1,0,2023,1,17,12
14750.79,10,10,16,16,4,0,2023,7,10,12
313.69,10,10,16,16,2,0,2023,6,1,18
4626.76,10,11,16,17,5,0,2023,5,11,15
8483.12,10,10,16,16,6,0,2022,12,1,11
1109.53,10,10,16,16,0,0,2023,5,18,9
5660.49,10,10,16,16,6,0,2022,11,4,0
10268.67,10,10,16,16,6,0,2023,7,28,10
9758.76,10,10,16,16,0,0,2023,8,5,12
12633.95,10,10,16,16,4,0,2022,12,2,18
22587.16,10,10,16,16,4,0,2022,12,12,4
6367.93,10,10,16,16,4,0,2023,8,4,11
4237.1,10,10,16,16,4,0,2022,11,8,20
86994.78,10,10,16,16,4,0,2022,11,8,6
10080.94,10,10,16,16,4,0,2022,12,26,15
164.04,10,10,16,16,6,0,2022,12,4,20
1930.58,10,10,16,16,6,0,2023,5,10,10
162.74,10,10,16,16,2,0,2023,7,21,13
28362.0,10,10,16,16,0,0,2022,10,30,10
15315.88,10,10,16,16,4,0,2023,4,4,20
3599.88,10,10,16,16,6,0,2022,12,10,17
1562.84,10,10,16,16,3,0,2023,7,28,8
2059.8,10,2,16,12,5,0,2023,3,24,21
4382.15,10,10,16,16,4,0,2023,2,10,2
7607.25,10,10,16,16,3,0,2022,11,14,22
17983.98,10,10,16,16,3,0,2022,11,23,10
1811.14,10,10,16,16,0,0,2023,3,31,16
16274.72,10,10,16,16,3,0,2022,12,9,13
1986.34,10,8,16,13,5,0,2023,2,23,8
1864.59,10,10,16,16,3,0,2023,5,10,9
4279.89,10,10,16,16,6,0,2022,10,13,14
387.2,10,10,16,16,1,0,2023,6,23,17
18480.31,10,10,16,16,0,0,2023,4,2,20
1263.72,10,10,16,16,6,0,2023,3,28,22
1761.1,10,10,16,16,0,0,2023,3,4,10
3427.88,10,10,16,16,4,0,2023,5,4,14
8764.59,10,10,16,16,3,0,2023,1,27,12
6781.95,10,10,16,16,3,0,2023,6,13,23
18392.42,7,10,11,16,5,0,2023,7,12,13
470.11,10,10,16,16,3,0,2022,12,3,7
7559.28,10,10,16,16,0,0,2023,1,13,22
1320.93,10,10,16,16,3,0,2023,8,14,8
3910.42,10,10,16,16,3,0,2023,1,7,13
8272.91,10,10,16,16,0,0,2023,8,12,21
6411.28,10,10,16,16,6,0,2023,7,29,14
772.82,10,3,16,4,5,0,2023,3,15,9
2073.13,10,10,16,16,1,0,2023,2,3,14
7599.61,2,10,5,16,5,0,2022,10,18,18
737.11,10,10,16,16,1,0,2022,10,28,11
6289.14,10,10,16,16,3,0,2023,4,7,12
24821.6,10,10,16,16,4,0,2023,8,19,10
1609.53,10,10,16,16,6,0,2022,11,10,23
81.15,10,10,16,16,4,0,2022,11,19,18
800.71,10,10,16,16,4,0,2022,10,17,9
19403.28,10,10,16,16,0,0,2022,10,8,9
8806.82,10,10,16,16,3,0,2022,10,26,22
19183.52,10,10,16,16,0,0,2023,5,3,17
14090.86,10,10,16,16,0,0,2022,11,16,21
8089.46,10,10,16,16,3,0,2023,1,31,11
9786.87,10,10,16,16,6,0,2022,11,26,22
8620.44,10,10,16,16,6,0,2022,12,1,9
52632.0,10,10,16,16,3,0,2023,2,7,20
6119.21,10,10,16,16,4,0,2023,1,17,9
2400.56,10,10,16,16,6,0,2023,6,6,13
17004.78,10,10,16,16,3,0,2023,6,9,23
6184.72,10,10,16,16,0,0,2023,3,19,13
45.98,10,10,16,16,6,0,2023,1,10,8
9142.76,10,10,16,16,0,0,2022,11,27,12
4708.77,10,10,16,16,4,0,2022,12,10,11
13752.65,10,10,16,16,0,0,2023,4,29,16
